Dbase,Accession Number,Name,Taxon,Species,Sex,Maturity,Date Admitted,Date_Admit,AdmitYr,AdmitMo, Rescue Location,Suburb,Jurisdiction,Cause of Affliction, Categories,Anatomical,Aetiological,Updated Anatomical, Updated Aetiological,Status,Status Date,Status Date2,StatusYr,StatusMo,,,,
new data,88191,Grover,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-08-15,15/8/2019,2019,Aug,Currimundi Beach,CURRIMUNDI,Sunshine Coast Regional Council,Overt signs of disease,Trauma,Trauma - multi-organ  Haematopoietic,Haematopoietic: Septicaemia,,,Euthanised,2019-08-15,15/8/2019,2019,Aug,,,,
new data,88014,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-08-07,7/8/2019,2019,Aug,Beach Access 125,MUDJIMBA,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2019-08-08,8/8/2019,2019,Aug,,,,
new data,87878,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Subadult,2019-08-04,4/8/2019,2019,Aug,Sunshine Beach Access 32,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2019-08-04,4/8/2019,2019,Aug,,,,
new data,87451,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-06-28,28/6/2019,2019,Jun,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater)   Other,Trauma,Skin/feathers/scales  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  Skin/feathers/scales: Soft tissue injury,,,DOA,2019-06-28,28/6/2019,2019,Jun,,,,
new data,87394,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Juvenile,2019-06-27,27/6/2019,2019,Jun,Noosa Beach,NOOSA HEADS,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT,GIT: Other,,,Unassisted Death,2019-06-27,27/6/2019,2019,Jun,,,,
new data,87357,Spot,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Juvenile,2019-06-27,27/6/2019,2019,Jun,Marcoola Surf Lifesaving Club,MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater)   Natural predation,Trauma  Infection/Disease,Musculoskeletal  Metabolic/nutritional  Haematopoietic,Haematopoietic: Anaemia - chronic disease  Metabolic/nutritional: Emaciation/exhaustion  Haematopoietic: Septicaemia  Musculoskeletal: Soft tissue injury,,,Euthanised,2019-06-27,27/6/2019,2019,Jun,,,,
new data,87225,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Juvenile,2019-06-13,13/6/2019,2019,Jun,Beach Access 41,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2019-06-15,15/6/2019,2019,Jun,,,,
new data,86783,Yolandi,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2019-05-16,16/5/2019,2019,May,Beach Access 38,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2019-05-30,30/5/2019,2019,May,,,,
new data,86666,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-05-07,7/5/2019,2019,May,Beach Access 40,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2019-05-07,7/5/2019,2019,May,,,,
new data,86619,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-05-04,4/5/2019,2019,May,BA 100,MARCOOLA,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2019-05-04,4/5/2019,2019,May,,,,
new data,86447,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-04-25,25/4/2019,2019,Apr,Noosa Main Beach,NOOSA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Other,,,Euthanised,2019-04-25,25/4/2019,2019,Apr,,,,
new data,86378,Lindt,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-04-21,21/4/2019,2019,Apr,Beach Access 66,PERIGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Unassisted Death,2019-04-21,21/4/2019,2019,Apr,,,,
new data,86020,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-04-11,11/4/2019,2019,Apr,Kings Beach,KINGS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Unassisted Death,2019-04-14,14/4/2019,2019,Apr,,,,
new data,86104,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-04-05,5/4/2019,2019,Apr,Beach Access 186,MOOLOOLABA,Sunshine Coast Regional Council,Overt signs of disease,Trauma  Infection/Disease,Musculoskeletal,Musculoskeletal: AIDS,,,Unassisted Death,2019-04-07,7/4/2019,2019,Apr,,,,
new data,85881,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-03-24,24/3/2019,2019,Mar,Beach Access 117,MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Musculoskeletal  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  Musculoskeletal: Septicaemia,,,Euthanised,2019-03-24,24/3/2019,2019,Mar,,,,
new data,85559,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-03-10,10/3/2019,2019,Mar,Beach Access 60,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Anaemia - chronic disease,,,Euthanised,2019-03-10,10/3/2019,2019,Mar,,,,
new data,85525,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-03-08,8/3/2019,2019,Mar,Buddina Life guard tower,BUDDINA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Euthanised,2019-03-08,8/3/2019,2019,Mar,,,,
new data,85025,,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Subadult,2019-03-05,5/3/2019,2019,Mar,Beach Access 115,MARCOOLA BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Wildlife Released,2019-03-13,13/3/2019,2019,Mar,,,,
new data,85432,Jack,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2019-03-04,4/3/2019,2019,Mar,Stumers Creek Road,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT,GIT: Gastro-intestinal - other,,,Unassisted Death,2019-03-08,8/3/2019,2019,Mar,,,,
new data,85426,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-03-04,4/3/2019,2019,Mar,Beach Access 91,YAROOMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Unassisted Death,2019-03-12,12/3/2019,2019,Mar,,,,
new data,84783,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-02-14,14/2/2019,2019,Feb,Beach access 123,MUDJIMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2019-02-14,14/2/2019,2019,Feb,,,,
new data,84547,,Reptile - Snake - Marine,Dubois Sea Snake,Unknown,Adult,2019-02-06,6/2/2019,2019,Feb,Dicky Beach,DICKY BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,DOA,2019-02-06,6/2/2019,2019,Feb,,,,
new data,84518,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-01-30,30/1/2019,2019,Jan,175 Mooloolaba Beach Access,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Skin/feathers/scales  Haematopoietic,Skin/feathers/scales: Other  Haematopoietic: Septicaemia,,,Euthanised,2019-01-30,30/1/2019,2019,Jan,,,,
new data,84446,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-01-27,27/1/2019,2019,Jan,Urangan Pier,HERVEY BAY,Fraser Coast Regional Council,Beach stranding (not floater),Infection/Disease  Other,Reproductive  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  Reproductive: Other,,,Euthanised,2019-01-27,27/1/2019,2019,Jan,,,,
new data,84356,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-01-25,25/1/2019,2019,Jan,Mooloolaba Beach,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Euthanised,2019-01-25,25/1/2019,2019,Jan,,,,
new data,84300,Beachy,Reptile - Snake - Marine,Olive-Headed Sea Snake,Female,Adult,2019-01-23,23/1/2019,2019,Jan,Mooloolaba Beach,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Bacterial - other,,,Wildlife Released,2019-01-28,28/1/2019,2019,Jan,,,,
new data,84286,,Reptile - Snake - Marine,Turtle Headed Sea Snake,Male,Adult,2019-01-23,23/1/2019,2019,Jan,Beach Access 41,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,CNS/neurological,CNS/neurological: Other,,,Unassisted Death,2019-01-23,23/1/2019,2019,Jan,,,,
new data,83899,Fat Tony,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Juvenile,2019-01-22,22/1/2019,2019,Jan,Marcoola Beach,MARCOOLA,Sunshine Coast Regional Council,Other,Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Unassisted Death,2019-01-27,27/1/2019,2019,Jan,,,,
new data,83879,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-01-16,16/1/2019,2019,Jan,Maroochydore Beach,MAROOCHYDORE,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Euthanised,2019-01-16,16/1/2019,2019,Jan,,,,
new data,84079,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-01-15,15/1/2019,2019,Jan,Beach Access 60,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2019-01-15,15/1/2019,2019,Jan,,,,
new data,84061,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-01-14,14/1/2019,2019,Jan,Beach Access 42,CASTAWAYS BEACH,Sunshine Coast Regional Council,Overt signs of disease,Trauma,Ocular,Ocular: Eye - other,,,Euthanised,2019-01-14,14/1/2019,2019,Jan,,,,
new data,83548,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-01-07,7/1/2019,2019,Jan,Maroochydore Beach,MAROOCHYDORE,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2019-01-07,7/1/2019,2019,Jan,,,,
new data,83772,Oates,Reptile - Snake - Marine,Elegant Sea Snake,Male,Subadult,2019-01-04,4/1/2019,2019,Jan,Peregian Beach Surf Life Saving Club,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2019-01-04,4/1/2019,2019,Jan,,,,
new data,83743,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2019-01-03,3/1/2019,2019,Jan,Alexandra Headlands Surf Club,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT,GIT: Other,,,Wildlife Released,2019-01-10,10/1/2019,2019,Jan,,,,
new data,83663,Susan,Reptile - Snake - Marine,Ornate Sea Snake,Male,Adult,2019-01-03,3/1/2019,2019,Jan,Coolum Beach Surf Club,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,,,,,Euthanised,2019-01-10,10/1/2019,2019,Jan,,,,
new data,83725,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-01-02,2/1/2019,2019,Jan,Alexandra Headland,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Infection/Disease,Haematopoietic,Haematopoietic: Anaemia - other,,,Unassisted Death,2019-01-03,3/1/2019,2019,Jan,,,,
new data,83664,Eddie,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-12-31,31/12/2018,2018,Dec,Beach Access 68c Stummers Creek,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Floater,,,Euthanised,2019-01-04,4/1/2019,2019,Jan,,,,
new data,83666,Ethan,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-12-31,31/12/2018,2018,Dec,Peregian Beach Surf Club,PEREGIAN BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Haematopoietic,Haematopoietic: Other,,,Euthanised,2018-12-31,31/12/2018,2018,Dec,,,,
new data,83665,Sam,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-12-31,31/12/2018,2018,Dec,Beach Access 84,COOLUM BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Floater,,,Unassisted Death,2018-12-31,31/12/2018,2018,Dec,,,,
new data,83584,Tame,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-12-27,27/12/2018,2018,Dec,Mooloolaba breakwall,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Musculoskeletal,Musculoskeletal: Fracture - ribs,,,Euthanised,2019-01-03,3/1/2019,2019,Jan,,,,
new data,83583,Wild,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-12-27,27/12/2018,2018,Dec,Mooloolabah Beach,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Musculoskeletal  Haematopoietic,Haematopoietic: Anaemia - other  Musculoskeletal: Fracture - ribs,,,Wildlife Released,2019-01-10,10/1/2019,2019,Jan,,,,
new data,83459,Quay,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-12-23,23/12/2018,2018,Dec,Torquay Beach,TORQUAY,Fraser Coast Regional Council,Overt signs of disease,Infection/Disease,GIT  Haematopoietic,Haematopoietic: Anaemia - chronic disease  GIT: Bacterial - other,,,Euthanised,2018-12-24,24/12/2018,2018,Dec,,,,
new data,83364,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Female,Adult,2018-12-20,20/12/2018,2018,Dec,Beach at Alexandra Headland,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT,,,,Unassisted Death,2018-12-21,21/12/2018,2018,Dec,,,,
new data,83284,Pickles,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-12-17,17/12/2018,2018,Dec,Dog Beach Currimundi,CURRIMUNDI,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  Musculoskeletal: Fracture - ribs,,,Euthanised,2018-12-18,18/12/2018,2018,Dec,,,,
new data,83264,Eddie,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-12-17,17/12/2018,2018,Dec,Beach access 190,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2018-12-17,17/12/2018,2018,Dec,,,,
new data,83255,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-12-16,16/12/2018,2018,Dec,Beach at Alexandra Headland,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - jaw,,,Euthanised,2018-12-17,17/12/2018,2018,Dec,,,,
new data,83254,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-12-16,16/12/2018,2018,Dec,Access 241 Oceanic Drive,WARANA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2018-12-16,16/12/2018,2018,Dec,,,,
new data,83205,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-12-14,14/12/2018,2018,Dec,Noosa Surf Club (Main Beach),NOOSA HEADS,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2018-12-15,15/12/2018,2018,Dec,,,,
new data,83090,Sandy,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-12-12,12/12/2018,2018,Dec,Beach Access 129,MUDJIMBA,Sunshine Coast Regional Council,Natural predation,Trauma,Musculoskeletal  Haematopoietic,Musculoskeletal: Fracture - skull  Haematopoietic: Septicaemia  Musculoskeletal: Soft tissue injury,,,DOA,2018-12-12,12/12/2018,2018,Dec,,,,
new data,83041,Kong,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-12-09,9/12/2018,2018,Dec,Kings Beach boat ramp,KINGS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2018-12-12,12/12/2018,2018,Dec,,,,
new data,83008,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-12-08,8/12/2018,2018,Dec,ashore near Anzac Place,REDCLIFFE,Moreton Bay Regional Council,Machine injury,Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2018-12-08,8/12/2018,2018,Dec,,,,
new data,82238,Thanos,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-11-19,19/11/2018,2018,Nov,Yaroomba Beach,YAROOMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma  Infection/Disease,Musculoskeletal  Skin/feathers/scales,Skin/feathers/scales: Bacterial - other  Musculoskeletal: Fracture - other  Skin/feathers/scales: Soft tissue injury,,,Unassisted Death,2018-11-22,22/11/2018,2018,Nov,,,,
new data,82234,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-11-19,19/11/2018,2018,Nov,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Unassisted Death,2018-11-22,22/11/2018,2018,Nov,,,,
new data,82349,Yvonne,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Male,Adult,2018-11-14,14/11/2018,2018,Nov,Beach Access 230,WARANA,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Wildlife Released,2018-11-23,23/11/2018,2018,Nov,,,,
new data,82348,,Reptile - Snake - Marine,Stokes Sea Snake,Unknown,Adult,2018-11-14,14/11/2018,2018,Nov,Beach Access 42,CASTAWAYS BEACH,Sunshine Coast Regional Council,Other,Trauma,Trauma - multi-organ,Trauma - multi-organ: Multi-organ/system failure,,,DOA,2018-11-14,14/11/2018,2018,Nov,,,,
new data,81985,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Juvenile,2018-10-31,31/10/2018,2018,Oct,Access 39,CASTAWAYS BEACH,Sunshine Coast Regional Council,Other,Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine  Musculoskeletal: Soft tissue injury,,,Euthanised,2018-10-31,31/10/2018,2018,Oct,,,,
new data,81986,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-10-31,31/10/2018,2018,Oct,Access 41,CASTAWAYS BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Unassisted Death,2018-11-01,1/11/2018,2018,Nov,,,,
new data,81928,Simba,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-10-28,28/10/2018,2018,Oct,Access 67  Pitta Street,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Infection/Disease,Haematopoietic,Haematopoietic: Anaemia - other,,,Euthanised,2018-10-28,28/10/2018,2018,Oct,,,,
new data,81682,Oscar,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-10-21,21/10/2018,2018,Oct,Peregian Beach South,PEREGIAN BEACH SOUTH,Sunshine Coast Regional Council,Natural predation   Overt signs of disease,Trauma,Musculoskeletal  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  Musculoskeletal: Soft tissue injury,,,Euthanised,2018-10-21,21/10/2018,2018,Oct,,,,
new data,81638,Sadie,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-10-20,20/10/2018,2018,Oct,Beach Access 50,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Skin/feathers/scales,Skin/feathers/scales: Soft tissue injury,,,Unassisted Death,2018-10-24,24/10/2018,2018,Oct,,,,
new data,81574,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Subadult,2018-10-20,20/10/2018,2018,Oct,Sunrise Beach,SUNRISE BEACH,Sunshine Coast Regional Council,Natural predation,Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Euthanised,2018-10-20,20/10/2018,2018,Oct,,,,
new data,81612,Ricardo,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-10-19,19/10/2018,2018,Oct,Castaway Beach access 43-42,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2018-10-20,20/10/2018,2018,Oct,,,,
new data,81348,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-10-16,16/10/2018,2018,Oct,Yaroomba,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2018-11-06,6/11/2018,2018,Nov,,,,
